"individual","Block","trait","trait_id"
1220,5,0.451612903,"AGR.TreatW"
1222,5,0.088709677,"AGR.TreatW"
1224,1,0.161290323,"AGR.TreatW"
1225,1,NA,"AGR.TreatW"
1226,3,0.258064516,"AGR.TreatW"
1229,1,0.153225806,"AGR.TreatW"
1232,3,0.225806452,"AGR.TreatW"
1236,5,0.524193548,"AGR.TreatW"
1239,1,0.35483871,"AGR.TreatW"
1254,1,1.330645161,"AGR.TreatW"
1255,5,0.370967742,"AGR.TreatW"
1257,1,0.5,"AGR.TreatW"
1259,3,0.540322581,"AGR.TreatW"
1260,5,0.056451613,"AGR.TreatW"
1264,3,0.088709677,"AGR.TreatW"
1265,1,0.806451613,"AGR.TreatW"
1266,5,0.193548387,"AGR.TreatW"
1267,3,0.177419355,"AGR.TreatW"
1268,1,0.483870968,"AGR.TreatW"
1271,5,1.016129032,"AGR.TreatW"
1272,3,0.129032258,"AGR.TreatW"
1273,1,0.129032258,"AGR.TreatW"
1275,1,0.653225806,"AGR.TreatW"
1276,3,NA,"AGR.TreatW"
1277,5,NA,"AGR.TreatW"
1278,3,0.717741935,"AGR.TreatW"
1280,3,0.403225806,"AGR.TreatW"
1286,3,1.75,"AGR.TreatW"
1287,5,0.629032258,"AGR.TreatW"
1289,1,1.338709677,"AGR.TreatW"
1290,3,0.072580645,"AGR.TreatW"
1291,3,0.435483871,"AGR.TreatW"
1294,5,2.790322581,"AGR.TreatW"
1295,3,1.403225806,"AGR.TreatW"
1297,5,1.120967742,"AGR.TreatW"
1300,1,0.669354839,"AGR.TreatW"
1301,5,NA,"AGR.TreatW"
1302,3,NA,"AGR.TreatW"
1303,1,0.370967742,"AGR.TreatW"
1305,3,0.741935484,"AGR.TreatW"
1306,5,0.241935484,"AGR.TreatW"
1307,1,0.588709677,"AGR.TreatW"
1310,5,1.669354839,"AGR.TreatW"
1311,3,0.475806452,"AGR.TreatW"
1312,1,0.959677419,"AGR.TreatW"
1314,1,0.427419355,"AGR.TreatW"
1315,1,0.491935484,"AGR.TreatW"
1316,3,0.943548387,"AGR.TreatW"
1317,5,0.322580645,"AGR.TreatW"
1323,3,0.717741935,"AGR.TreatW"
1326,5,0.580645161,"AGR.TreatW"
1329,1,0.508064516,"AGR.TreatW"
1330,3,0.620967742,"AGR.TreatW"
1333,5,0.10483871,"AGR.TreatW"
1336,3,1.379032258,"AGR.TreatW"
1340,3,0.096774194,"AGR.TreatW"
1341,5,0.564516129,"AGR.TreatW"
1342,3,0.072580645,"AGR.TreatW"
1345,3,0.290322581,"AGR.TreatW"
1347,5,1.701612903,"AGR.TreatW"
1348,5,0.225806452,"AGR.TreatW"
1349,3,NA,"AGR.TreatW"
1350,3,0.14516129,"AGR.TreatW"
1353,5,0.080645161,"AGR.TreatW"
1354,5,0.411290323,"AGR.TreatW"
1355,1,1.008064516,"AGR.TreatW"
1356,3,1.032258065,"AGR.TreatW"
1358,5,0.508064516,"AGR.TreatW"
1361,1,0.782258065,"AGR.TreatW"
1367,3,0.5,"AGR.TreatW"
1368,1,0.032258065,"AGR.TreatW"
1369,5,0.362903226,"AGR.TreatW"
1371,1,NA,"AGR.TreatW"
1372,5,0.10483871,"AGR.TreatW"
1373,5,0.677419355,"AGR.TreatW"
1374,1,0.177419355,"AGR.TreatW"
1375,3,0.838709677,"AGR.TreatW"
1378,5,NA,"AGR.TreatW"
1388,5,0.5,"AGR.TreatW"
1390,3,0.298387097,"AGR.TreatW"
1391,1,0.943548387,"AGR.TreatW"
1394,5,0.443548387,"AGR.TreatW"
1396,1,0.685483871,"AGR.TreatW"
1398,5,0.298387097,"AGR.TreatW"
1402,3,0.717741935,"AGR.TreatW"
1403,1,1.572580645,"AGR.TreatW"
1407,1,0.879032258,"AGR.TreatW"
1410,5,0.491935484,"AGR.TreatW"
1420,5,1.193548387,"AGR.TreatW"
1421,1,0.451612903,"AGR.TreatW"
1425,5,0.927419355,"AGR.TreatW"
1426,1,0.475806452,"AGR.TreatW"
1427,1,0.10483871,"AGR.TreatW"
1428,5,0.798387097,"AGR.TreatW"
1431,1,1.346774194,"AGR.TreatW"
1432,3,0.830645161,"AGR.TreatW"
1437,5,0.379032258,"AGR.TreatW"
1440,3,2.89516129,"AGR.TreatW"
1443,3,1.072580645,"AGR.TreatW"
1444,5,0.556451613,"AGR.TreatW"
1445,3,1.016129032,"AGR.TreatW"
1451,3,0.588709677,"AGR.TreatW"
1453,1,0.991935484,"AGR.TreatW"
1457,5,0.217741935,"AGR.TreatW"
1458,1,0.10483871,"AGR.TreatW"
1460,1,NA,"AGR.TreatW"
1462,1,0.10483871,"AGR.TreatW"
1465,3,1.362903226,"AGR.TreatW"
1473,5,1.338709677,"AGR.TreatW"
1474,1,1.572580645,"AGR.TreatW"
1475,3,3.685483871,"AGR.TreatW"
1477,1,1.637096774,"AGR.TreatW"
1479,1,0.233870968,"AGR.TreatW"
1484,1,0.064516129,"AGR.TreatW"
1486,3,0.064516129,"AGR.TreatW"
1487,3,1.258064516,"AGR.TreatW"
1488,1,0.080645161,"AGR.TreatW"
1489,1,0.338709677,"AGR.TreatW"
1490,5,2.346774194,"AGR.TreatW"
1491,5,4.483870968,"AGR.TreatW"
1492,3,0.419354839,"AGR.TreatW"
1493,3,0.35483871,"AGR.TreatW"
1496,3,0.782258065,"AGR.TreatW"
1497,5,0.137096774,"AGR.TreatW"
1498,1,0.774193548,"AGR.TreatW"
1499,5,0.60483871,"AGR.TreatW"
1500,1,0.225806452,"AGR.TreatW"
1507,3,0.870967742,"AGR.TreatW"
1508,5,1.024193548,"AGR.TreatW"
1510,1,0.153225806,"AGR.TreatW"
1512,1,0.10483871,"AGR.TreatW"
1516,3,0.35483871,"AGR.TreatW"
1518,3,0.822580645,"AGR.TreatW"
1520,1,0.548387097,"AGR.TreatW"
1526,5,0.258064516,"AGR.TreatW"
1527,1,0.508064516,"AGR.TreatW"
1528,3,0.725806452,"AGR.TreatW"
1532,3,0.25,"AGR.TreatW"
1535,5,0.161290323,"AGR.TreatW"
1542,5,1.483870968,"AGR.TreatW"
1543,1,1.040322581,"AGR.TreatW"
1545,5,0.193548387,"AGR.TreatW"
1546,5,0.564516129,"AGR.TreatW"
1547,3,0.991935484,"AGR.TreatW"
1561,1,0.362903226,"AGR.TreatW"
1562,5,0.709677419,"AGR.TreatW"
1565,1,1.209677419,"AGR.TreatW"
1569,3,0.758064516,"AGR.TreatW"
1570,5,0.443548387,"AGR.TreatW"
1571,3,0.258064516,"AGR.TreatW"
1572,1,0.258064516,"AGR.TreatW"
1574,3,NA,"AGR.TreatW"
1575,1,0.330645161,"AGR.TreatW"
1620,1,NA,"AGR.TreatW"
1623,3,0.790322581,"AGR.TreatW"
1624,5,0.161290323,"AGR.TreatW"
1625,5,0.717741935,"AGR.TreatW"
1626,3,NA,"AGR.TreatW"
1663,3,0.572580645,"AGR.TreatW"
1664,1,1.241935484,"AGR.TreatW"
1665,5,0.193548387,"AGR.TreatW"
1700,1,0.016129032,"AGR.TreatW"
1,4,4.7888,"Area.TreatD"
3,2,10.1983,"Area.TreatD"
4,2,3.5447,"Area.TreatD"
91,6,8.4011,"Area.TreatD"
94,2,11.1874,"Area.TreatD"
96,6,4.6349,"Area.TreatD"
159,6,15.8,"Area.TreatD"
160,4,8.4875,"Area.TreatD"
294,4,4.2064,"Area.TreatD"
893,6,5.6311,"Area.TreatD"
1195,4,23.2243,"Area.TreatD"
1197,6,13.3038,"Area.TreatD"
1199,2,9.4648,"Area.TreatD"
1201,4,7.777,"Area.TreatD"
1204,2,9.1971,"Area.TreatD"
1212,4,26.1992,"Area.TreatD"
1213,2,9.5428,"Area.TreatD"
1221,6,8.7785,"Area.TreatD"
1223,6,8.3147,"Area.TreatD"
1227,2,7.3355,"Area.TreatD"
1228,4,11.4527,"Area.TreatD"
1230,2,5.2702,"Area.TreatD"
1231,4,5.84,"Area.TreatD"
1233,6,3.7831,"Area.TreatD"
1234,6,6.7054,"Area.TreatD"
1235,4,24.4856,"Area.TreatD"
1237,2,11.9821,"Area.TreatD"
1238,2,8.8945,"Area.TreatD"
1240,4,7.7414,"Area.TreatD"
1241,4,11.3836,"Area.TreatD"
1242,2,5.6075,"Area.TreatD"
1243,6,6.2619,"Area.TreatD"
1244,6,9.9502,"Area.TreatD"
1245,4,8.6816,"Area.TreatD"
1246,2,4.0896,"Area.TreatD"
1251,6,8.696,"Area.TreatD"
1252,6,4.0704,"Area.TreatD"
1253,2,7.8867,"Area.TreatD"
1256,6,2.6081,"Area.TreatD"
1258,4,7.9702,"Area.TreatD"
1261,2,8.472,"Area.TreatD"
1262,6,5.607,"Area.TreatD"
1269,6,NA,"Area.TreatD"
1270,6,NA,"Area.TreatD"
1274,6,NA,"Area.TreatD"
1279,2,NA,"Area.TreatD"
1281,4,NA,"Area.TreatD"
1282,6,6.2622,"Area.TreatD"
1283,2,11.3567,"Area.TreatD"
1284,4,10.2175,"Area.TreatD"
1285,6,NA,"Area.TreatD"
1288,6,NA,"Area.TreatD"
1292,6,NA,"Area.TreatD"
1296,2,2.2115,"Area.TreatD"
1298,4,NA,"Area.TreatD"
1299,4,NA,"Area.TreatD"
1304,6,3.5686,"Area.TreatD"
1308,6,4.5079,"Area.TreatD"
1309,2,5.8913,"Area.TreatD"
1313,4,15.5388,"Area.TreatD"
1324,4,10.156,"Area.TreatD"
1325,4,5.0674,"Area.TreatD"
1327,6,4.6401,"Area.TreatD"
1328,2,6.6387,"Area.TreatD"
1331,6,6.1416,"Area.TreatD"
1332,6,5.3446,"Area.TreatD"
1334,6,11.2181,"Area.TreatD"
1337,4,6.4006,"Area.TreatD"
1338,4,6.5663,"Area.TreatD"
1339,2,8.9474,"Area.TreatD"
1343,2,10.0685,"Area.TreatD"
1344,4,NA,"Area.TreatD"
1346,2,10.7218,"Area.TreatD"
1351,4,4.8644,"Area.TreatD"
1352,2,8.8802,"Area.TreatD"
1357,4,10.0326,"Area.TreatD"
1359,4,12.495,"Area.TreatD"
1360,6,8.2553,"Area.TreatD"
1362,6,NA,"Area.TreatD"
1363,2,6.0307,"Area.TreatD"
1364,2,14.4657,"Area.TreatD"
1365,4,5.5382,"Area.TreatD"
1366,6,5.4274,"Area.TreatD"
1370,4,3.0487,"Area.TreatD"
1376,2,14.2592,"Area.TreatD"
1377,2,NA,"Area.TreatD"
1379,4,30.426,"Area.TreatD"
1380,2,3.6371,"Area.TreatD"
1381,4,5.1469,"Area.TreatD"
1382,6,12.2101,"Area.TreatD"
1383,2,7.9599,"Area.TreatD"
1384,6,11.8092,"Area.TreatD"
1385,2,14.1106,"Area.TreatD"
1386,4,4.9436,"Area.TreatD"
1387,6,4.8625,"Area.TreatD"
1389,4,16.2863,"Area.TreatD"
1392,2,1.7961,"Area.TreatD"
1393,2,10.0048,"Area.TreatD"
1395,4,17.7483,"Area.TreatD"
1397,6,4.5014,"Area.TreatD"
1399,4,5.1605,"Area.TreatD"
1400,2,14.1894,"Area.TreatD"
1401,2,5.2907,"Area.TreatD"
1408,6,4.4401,"Area.TreatD"
1409,2,8.2555,"Area.TreatD"
1417,2,4.8673,"Area.TreatD"
1418,4,6.4543,"Area.TreatD"
1419,2,4.2285,"Area.TreatD"
1423,4,5.1866,"Area.TreatD"
1424,4,3.0619,"Area.TreatD"
1429,2,13.8482,"Area.TreatD"
1430,2,NA,"Area.TreatD"
1433,6,3.7721,"Area.TreatD"
1434,4,4.355,"Area.TreatD"
1435,2,3.3108,"Area.TreatD"
1436,4,11.5665,"Area.TreatD"
1438,4,9.4769,"Area.TreatD"
1439,6,13.939,"Area.TreatD"
1441,4,10.2755,"Area.TreatD"
1442,2,10.9779,"Area.TreatD"
1446,2,4.9269,"Area.TreatD"
1447,4,9.8332,"Area.TreatD"
1448,2,18.8069,"Area.TreatD"
1449,6,NA,"Area.TreatD"
1450,6,6.3729,"Area.TreatD"
1452,4,14.7489,"Area.TreatD"
1454,6,3.2304,"Area.TreatD"
1455,2,6.2658,"Area.TreatD"
1456,6,4.5975,"Area.TreatD"
1459,6,3.5224,"Area.TreatD"
1461,4,11.918,"Area.TreatD"
1463,6,3.5451,"Area.TreatD"
1464,6,8.6126,"Area.TreatD"
1466,4,7.7234,"Area.TreatD"
1467,4,5.1039,"Area.TreatD"
1468,6,6.0363,"Area.TreatD"
1469,4,7.0392,"Area.TreatD"
1470,6,8.1226,"Area.TreatD"
1471,2,9.2712,"Area.TreatD"
1476,2,18.9539,"Area.TreatD"
1478,6,NA,"Area.TreatD"
1480,4,9.3879,"Area.TreatD"
1481,6,18.6262,"Area.TreatD"
1482,4,11.037,"Area.TreatD"
1483,4,NA,"Area.TreatD"
1485,2,11.1997,"Area.TreatD"
1494,4,5.9079,"Area.TreatD"
1495,2,9.1203,"Area.TreatD"
1504,2,6.5134,"Area.TreatD"
1505,6,4.9181,"Area.TreatD"
1506,4,8.8891,"Area.TreatD"
1509,2,6.9444,"Area.TreatD"
1511,4,9.3241,"Area.TreatD"
1513,4,NA,"Area.TreatD"
1514,2,15.0272,"Area.TreatD"
1517,4,6.6011,"Area.TreatD"
1519,6,4.4373,"Area.TreatD"
1521,6,2.3981,"Area.TreatD"
1525,4,14.2114,"Area.TreatD"
1529,6,7.8087,"Area.TreatD"
1530,2,8.8175,"Area.TreatD"
1531,2,6.5201,"Area.TreatD"
1533,2,6.2186,"Area.TreatD"
1534,4,6.1105,"Area.TreatD"
1540,2,7.6549,"Area.TreatD"
1541,2,17.9879,"Area.TreatD"
1544,6,4.2892,"Area.TreatD"
1548,2,5.9244,"Area.TreatD"
1549,6,3.8428,"Area.TreatD"
1550,6,2.4123,"Area.TreatD"
1563,6,8.6315,"Area.TreatD"
1564,2,20.636,"Area.TreatD"
1566,6,7.8115,"Area.TreatD"
1567,4,2.0925,"Area.TreatD"
1568,2,6.2415,"Area.TreatD"
1573,6,NA,"Area.TreatD"
1618,6,8.7679,"Area.TreatD"
1619,4,14.1827,"Area.TreatD"
1621,2,5.7963,"Area.TreatD"
1622,4,13.0512,"Area.TreatD"
1662,4,5.9022,"Area.TreatD"
1666,4,8.6796,"Area.TreatD"
2,1,1.438431639,"Area.TreatW"
5,3,1.622382181,"Area.TreatW"
92,5,2.217337666,"Area.TreatW"
93,5,1.698065327,"Area.TreatW"
95,1,1.161620162,"Area.TreatW"
97,5,1.590141215,"Area.TreatW"
156,3,1.607931752,"Area.TreatW"
157,5,1.724858866,"Area.TreatW"
158,1,NA,"Area.TreatW"
293,1,3.574533107,"Area.TreatW"
295,3,2.006759713,"Area.TreatW"
1196,1,0.918887044,"Area.TreatW"
1198,3,1.686662441,"Area.TreatW"
1200,5,2.07759897,"Area.TreatW"
1202,5,1.899641795,"Area.TreatW"
1203,3,1.667398996,"Area.TreatW"
1210,3,1.029761644,"Area.TreatW"
1211,1,1.215181483,"Area.TreatW"
1214,1,1.562839167,"Area.TreatW"
1215,3,1.315433838,"Area.TreatW"
1216,5,1.961972875,"Area.TreatW"
1217,5,1.895575221,"Area.TreatW"
1218,5,NA,"Area.TreatW"
1219,1,1.849010066,"Area.TreatW"
1220,5,1.029318003,"Area.TreatW"
1222,5,3.020737992,"Area.TreatW"
1224,1,1.783870466,"Area.TreatW"
1225,1,1.954380761,"Area.TreatW"
1226,3,1.87462157,"Area.TreatW"
1229,1,1.177533654,"Area.TreatW"
1232,3,1.749781392,"Area.TreatW"
1236,5,1.819317555,"Area.TreatW"
1239,1,NA,"Area.TreatW"
1254,1,1.068848238,"Area.TreatW"
1255,5,1.143642807,"Area.TreatW"
1257,1,1.440850179,"Area.TreatW"
1259,3,1.227729971,"Area.TreatW"
1260,5,1.675167051,"Area.TreatW"
1264,3,1.402698847,"Area.TreatW"
1265,1,1.374884515,"Area.TreatW"
1266,5,NA,"Area.TreatW"
1267,3,3.057990989,"Area.TreatW"
1268,1,1.978200047,"Area.TreatW"
1271,5,1.981207826,"Area.TreatW"
1272,3,NA,"Area.TreatW"
1273,1,1.651937747,"Area.TreatW"
1275,1,1.222763105,"Area.TreatW"
1276,3,NA,"Area.TreatW"
1277,5,NA,"Area.TreatW"
1278,3,1.306324035,"Area.TreatW"
1280,3,1.670631549,"Area.TreatW"
1286,3,2.025592967,"Area.TreatW"
1287,5,1.112886856,"Area.TreatW"
1289,1,0.940883337,"Area.TreatW"
1290,3,NA,"Area.TreatW"
1291,3,1.540078195,"Area.TreatW"
1294,5,1.099054471,"Area.TreatW"
1295,3,1.56776222,"Area.TreatW"
1297,5,1.502677465,"Area.TreatW"
1300,1,1.509631503,"Area.TreatW"
1301,5,NA,"Area.TreatW"
1302,3,2.110776345,"Area.TreatW"
1303,1,1.841701001,"Area.TreatW"
1305,3,1.966015794,"Area.TreatW"
1306,5,1.780379772,"Area.TreatW"
1307,1,1.347370889,"Area.TreatW"
1310,5,1.261065876,"Area.TreatW"
1311,3,1.161087199,"Area.TreatW"
1312,1,1.193781441,"Area.TreatW"
1314,1,1.244762622,"Area.TreatW"
1315,1,1.813475024,"Area.TreatW"
1316,3,2.053849607,"Area.TreatW"
1317,5,NA,"Area.TreatW"
1323,3,1.729517622,"Area.TreatW"
1326,5,1.526675321,"Area.TreatW"
1329,1,1.380964976,"Area.TreatW"
1330,3,2.090819006,"Area.TreatW"
1333,5,1.66091994,"Area.TreatW"
1336,3,1.590057928,"Area.TreatW"
1340,3,2.862684334,"Area.TreatW"
1341,5,1.720273104,"Area.TreatW"
1342,3,NA,"Area.TreatW"
1345,3,2.239174867,"Area.TreatW"
1347,5,1.366828522,"Area.TreatW"
1348,5,1.462134178,"Area.TreatW"
1349,3,NA,"Area.TreatW"
1350,3,1.501981519,"Area.TreatW"
1353,5,NA,"Area.TreatW"
1354,5,2.401014263,"Area.TreatW"
1355,1,1.444240646,"Area.TreatW"
1356,3,2.021560428,"Area.TreatW"
1358,5,NA,"Area.TreatW"
1361,1,1.367562514,"Area.TreatW"
1367,3,1.997666034,"Area.TreatW"
1368,1,2.073930821,"Area.TreatW"
1369,5,2.018741061,"Area.TreatW"
1371,1,NA,"Area.TreatW"
1372,5,2.277684982,"Area.TreatW"
1373,5,1.205198515,"Area.TreatW"
1374,1,1.785984266,"Area.TreatW"
1375,3,1.253946023,"Area.TreatW"
1378,5,2.602234428,"Area.TreatW"
1388,5,1.68575428,"Area.TreatW"
1390,3,2.250605266,"Area.TreatW"
1391,1,1.325320222,"Area.TreatW"
1394,5,1.498866914,"Area.TreatW"
1396,1,1.716109886,"Area.TreatW"
1398,5,1.975745446,"Area.TreatW"
1402,3,1.63219176,"Area.TreatW"
1403,1,1.192733723,"Area.TreatW"
1407,1,1.931496109,"Area.TreatW"
1410,5,2.227464773,"Area.TreatW"
1420,5,1.959140111,"Area.TreatW"
1421,1,NA,"Area.TreatW"
1425,5,1.101123465,"Area.TreatW"
1426,1,1.085190276,"Area.TreatW"
1427,1,1.725656381,"Area.TreatW"
1428,5,1.445544859,"Area.TreatW"
1431,1,1.254667068,"Area.TreatW"
